名字,价格,每平米价格,间数,面积,层号,年份,经纪人,地址
岸芷庭蓝(三区)，精装，带车库22平。,75万,10000元/m²,2室2厅,75m²,中层(共6层),2010年建造,赵文荣,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
绿叶房产  滏兴国际园   市中心,37万,8043元/m²,1室1厅,46m²,中层(共6层),2010年建造,李雄伟,滏兴国际园                 桃城-桃城-榕花大街
绿叶房产  滏兴国际园   市中心,37万,8043元/m²,1室1厅,46m²,中层(共6层),2010年建造,李雄伟,滏兴国际园                 桃城-桃城-榕花大街
爱特附近木材公司家属院两室两厅一卫南北通透老证可贷款,59.8万,6488元/m²,2室2厅,92m²,高层(共6层),2006年建造,赵华,木材公司小区                 桃城-桃城-大庆西路258号
育才街格林家园 经典大三居 南北通透 有证 可贷款赠小房,80万,6400元/m²,3室1厅,125m²,共5层,2008年建造,陈茂,格林家园                 桃城-桃城-育才南大街
绿叶优选福园小区 南北精装三居 格局好采光好 低首付,78万,7358元/m²,3室2厅,106m²,中层(共6层),2004年建造,李志刚,福园小区                 桃城-桃城-中心大街
四中附近怡园小区60平精装两居有小房可贷款,45.6万,7600元/m²,2室1厅,60m²,高层(共6层),2008年建造,张希森,怡园小区                 桃城-桃城-和平西路
绿叶优选泊乐港湾  大三居  格局超棒  楼层好  采光好,89万,6095元/m²,3室2厅,146m²,低层(共7层),2008年建造,李志刚,泊乐港湾                 桃城-桃城-和平西路2230号
急售爱特附近化建小区三室一厅南北通透简装带小房,46.5万,5470元/m²,3室1厅,85m²,高层(共6层),2003年建造,王艳慈,爱特化建家园                 桃城-桃城-和平西路
绿叶优选  温莎花园精装,90万,11250元/m²,2室2厅,80m²,高层(共30层),2012年建造,李雄伟,君悦华府温莎花园                 桃城-桃城-人民西路
合创优选 恒大城2室96平104万 10号楼有证 精装急售,104万,10833元/m²,2室2厅,96m²,中层(共33层),2017年建造,金媛媛,恒大城                 开发区-开发区-顺兴街
怡然城水榭花都 2室2厅 精装 带家具 吉美超市 中华街小学,105万,10000元/m²,3室2厅,105m²,低层(共25层),2017年建造,赵万桥,泰达水榭花都                 桃城-桃城-中心北大街
ZX广厦上城125平3室2厅13楼精装拎包入住老证130万,130万,10441元/m²,3室2厅,124m²,中层(共27层),2014年建造,薛凤霞,广厦上城                 桃城-桃城-育才街
绿叶优选 化建家属院 老证 带小房 4/6层 南北通透 ！！,72万,7659元/m²,3室1厅,94m²,中层(共6层),2008年建造,李东辉,爱特化建家园                 桃城-桃城-和平西路
166北斗星城2室2厅68平紧邻衡水高铁交通便利,61万,8133元/m²,2室2厅,75m²,共5层,2016年建造,孙鹏飞,北斗星城                 桃城-桃城-前进北大街
锦绣东城期房98平2室2厅1卫首付28万23/24楼,73.5万,7530元/m²,2室2厅,97m²,高层(共24层),2017年建造,杜红梅,锦绣东城                 桃城-桃城-永兴东路
人民路前进街城建家属院110平精装赠小房3/6楼78.6万,78.6万,7145元/m²,3室2厅,110m²,中层(共6层),2005年建造,张冲冲,城建楼                 桃城-桃城-永兴路
腾达新城3室2厅100平 简装老证 带小房  1楼,87万,8700元/m²,3室2厅,100m²,低层(共6层),2009年建造,史雷,腾达新城                 桃城-桃城-永兴西路1568号
衡中 二院 永兴路 金域蓝湾附近 锦绣东城 两室两厅南北通透,81万,8350元/m²,2室2厅,97m²,低层(共18层),2013年建造,韩广海,锦绣东城                 桃城-桃城-永兴东路
泰华地产，物业好，包改名,118万,10120元/m²,3室2厅,116m²,中层(共33层),2018年建造,代根兴,"泰华雅清苑                 桃城-桃城-南环西路,近昌明南大街"
四季花城3室2厅  1/10    105平  首付28万,76万,7238元/m²,3室2厅,105m²,低层(共10层),2017年建造,丛丽英,天正四季花城                 桃城-桃城-振华路333号
颐安家园电梯小高层7楼精装100平带14平小房92万,92万,9200元/m²,2室2厅,100m²,中层(共13层),2013年建造,李岭岭,怡安家园                 桃城-桃城-大庆西路
实验小学对面 滏兴国际 一室精装修 证齐 可贷款 随时看房,42.8万,9454元/m²,1室1厅,45m²,中层(共17层),2013年建造,焦灵芳,滏兴国际园                 桃城-桃城-榕花大街
河东区东方太*阳*城 3室105平米现房 现房,78万,7428元/m²,3室1厅,105m²,低层(共6层),2018年建造,相春亮,东方太阳城                 桃城-桃城-翠微街299号
芳苑小区 两室一厅一卫  带小房老证 首付15万,48万,7384元/m²,2室1厅,65m²,中层(共6层),2002年建造,高玲玲,芳苑小区                 桃城-桃城-和平西路1159号
泰华丽景名典三居室 老证 带小房六加一四楼 公摊小,90万,8823元/m²,3室2厅,102m²,中层(共6层),2015年建造,李京,丽景名典                 桃城-桃城-大庆东路561号
嘉兴小区95平精装婚房未住4/6+1全款可分期售价37万,37万,3894元/m²,3室1厅,95m²,中层(共6层),2015年建造,杜红梅,幸福家园                 饶阳-饶阳-平安西路196号
绿叶房产 滏阳小学对过 安居小区2室76平 4楼带小房 老证,65万,8552元/m²,2室2厅,76m²,中层(共6层),2004年建造,王磊,安居小区                 桃城-桃城-永兴东路
精装 小一居 好楼层 全新家具 家电,28万,7625元/m²,1室1厅,36m²,高层(共24层),2012年建造,李京,伯乐港湾                 桃城-桃城-和平西路2230号
学院附近高层20楼90平精装老证南北通透2室2厅83.6万,83.6万,9288元/m²,2室2厅,90m²,高层(共23层),2012年建造,董文新,万和峰景                 桃城-桃城-站前西路889号
岸芷庭蓝三期 精装3楼 带车库 有证可贷款75平 22,86.8万,11573元/m²,2室2厅,75m²,中层(共6层),2012年建造,张希森,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
急售中华公园附近文鼎轩两室一厅带家具家电精装全款,67万,8815元/m²,2室1厅,76m²,低层(共30层),2011年建造,王艳慈,文鼎轩                 桃城-桃城-人民西路
泰华11号院 3室两厅117平 毛坯可贷款 120万南北通透,120万,10256元/m²,3室2厅,117m²,高层(共33层),2017年建造,张希森,泰华奥体花园                 桃城-桃城-永兴西路
上海公馆一期 116平 105万 精装 带小房 好楼层,105万,9051元/m²,3室2厅,116m²,高层(共18层),2015年建造,路伟,上海公馆                 桃城-桃城-大庆西路
阳光花城南北通透毛坯有证可贷款带小房18平带车库临怡水园衡百,140万,10294元/m²,3室2厅,136m²,中层(共9层),2005年建造,李红军,阳光花城                 桃城-桃城-宝云大街899号
怡然城 通衢院 133平 120万 中间楼层 证齐带储间,120万,9022元/m²,3室2厅,133m²,低层(共17层),2014年建造,路伟,通衢苑                 桃城-桃城-榕花北大街
开发区橄榄绿洲新开29号楼 位置好价格低,80万,6956元/m²,3室1厅,115m²,共1层,2018年建造,相春亮,橄榄绿洲                 开发区-开发区-宝云大街
京大路 泰华丽景名郡 三室一厅两位 精装修 带车库小房 老证,125万,10683元/m²,3室1厅,117m²,高层(共6层),2010年建造,韩广海,丽景名郡                 桃城-桃城-京衡南大街
新天地 现房毛坯 两室两厅一卫 大两居 103平 带车位,46万,4466元/m²,2室2厅,103m²,中层(共18层),2016年建造,张玉涛,新天地                 枣强-枣强-中华东街
爱特西御园小区城市中心精装3居可代款,118.8万,9504元/m²,3室2厅,125m²,高层(共26层),2014年建造,孙剑,御园小区                 桃城-桃城-和平西路
城市花园好楼层94平两室带车库有证，可贷款售价43万,30万,3191元/m²,2室2厅,94m²,共5层,2012年建造,崔彩会,当代城市花园                 枣强-枣强-花园路
新天地现房可贷款紧邻信誉楼,56万,4955元/m²,3室2厅,113m²,高层(共18层),2012年建造,刘红霞,新天地                 枣强-枣强-中华东街
急售路北高铁丽景华苑一室一厅精装带家具家电,43.8万,10950元/m²,1室1厅,40m²,高层(共11层),2016年建造,赵华,丽景华苑                 桃城-桃城-中华北大街
北门口小学滏东家园，老证带小房,71万,7888元/m²,3室1厅,90m²,低层(共6层),2008年建造,张海霞,滏东家园                 桃城-桃城-人民东路983号
999盛世华庭2室1厅精装带小房新证,78.8万,8755元/m²,2室1厅,90m²,中层(共6层),2012年建造,张新,盛世华庭                 桃城-桃城-榕花北大街
绿叶优选：泰华未来城 经典两居比邻二中 预购从速,74.5万,8503元/m²,2室2厅,87m²,高层(共27层),2018年建造,牛占朝,泰华未来城                 桃城-桃城-大庆东路
北享园 三室两厅一卫 带小房 三个阳面 老证可贷款,110万,7586元/m²,3室2厅,145m²,中层(共6层),2005年建造,高玲玲,北享园                 桃城-桃城-河西街道
丽景（四室两厅南北通透，两卧客厅全南，厨卫朝北）精装修。,145万,12073元/m²,4室2厅,120m²,低层(共18层),2013年建造,刘国泉,丽景福苑                 开发区-开发区-南环西路
富力公寓简装带小房包改名出行方便繁华地段41万,68万,7816元/m²,2室1厅,87m²,高层(共6层),2005年建造,郭彩霞,富力公寓                 桃城-桃城-和平西路2089号
合创 泰华未来城3室114平 包改名首付51万 8300/平,95万,8367元/m²,3室2厅,113m²,低层(共27层),2018年建造,金媛媛,泰华未来城                 桃城-桃城-大庆东路
岸芷汀兰三期 两室两厅一卫 中装 带小房6.51平 老证可贷,70万,9210元/m²,2室2厅,76m²,中层(共6层),2008年建造,高玲玲,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
绿叶优选泰华依云湾 经典2室 中间楼层 有证带小房 急售,73.8万,9710元/m²,2室2厅,76m²,中层(共27层),2016年建造,牛占朝,依云湾                 桃城-桃城-和平东路
精装修未住   有储间采光很好前面是小广场,102万,10200元/m²,3室2厅,100m²,低层(共26层),2014年建造,王芳,天鸿尚都                 桃城-桃城-利民路
桃城区盛世华，庭87平精装修纯一楼带30平小房有证售80万,80万,9195元/m²,2室1厅,87m²,低层(共6层),2007年建造,杜红梅,盛世华庭                 桃城-桃城-榕花北大街
急售人民公园附近在水一方三室两厅南北通透毛坯全款,93.6万,7200元/m²,3室2厅,130m²,中层(共26层),2013年建造,王艳慈,在水一方                 桃城-桃城-永兴东路
急售丽景福苑三室两厅两卫带子母车位小房精装有证可贷款,159万,12771元/m²,3室2厅,124m²,中层(共26层),2013年建造,王艳慈,丽景福苑                 开发区-开发区-南环西路
B1032滏兴国际，46平，1室1厅中装8楼共16楼售34万,34万,7391元/m²,1室1厅,46m²,中层(共16层),2015年建造,薛凤霞,滏兴国际园                 桃城-桃城-榕花大街
急售四季花城两室两厅地上小房包改名全款,63万,7974元/m²,2室2厅,79m²,共5层,2016年建造,王艳慈,天正四季花城                 桃城-桃城-振华路333号
房惠惠优选 谢村一号楼市中心大三室全明户型 含税,63万,6237元/m²,3室2厅,101m²,高层(共7层),2003年建造,王广辉,谢村生活小区                 桃城-桃城-中心大街172号
中心街农机家属院95平 3室 老证 随时看房 外墙涂料,76.8万,8084元/m²,3室2厅,95m²,低层(共6层),2004年建造,焦灵芳,农机公司家属楼                 桃城-桃城-喜奥南大街
北斗星城7300每平米 包改名 可贷款34万 首付49万,83万,7345元/m²,3室2厅,113m²,中层(共17层),2012年建造,李京,北斗星城                 桃城-桃城-前进北大街
福祥小区四楼，134平三室两厅，精装带20平车库售价47.5,47万,3507元/m²,3室2厅,134m²,中层(共6层),2010年建造,崔彩会,福祥小区                 枣强-枣强-建设北路90号
福祥小区四楼，134平三室两厅，精装带20平车库售价47.5,47万,3507元/m²,3室2厅,134m²,中层(共6层),2010年建造,崔彩会,福祥小区                 枣强-枣强-建设北路90号
稀有的房子 阿卡小区 150平 116万 可贷款  满五唯一,116万,7733元/m²,3室2厅,150m²,高层(共11层),2011年建造,陈维维,阿卡利亚湾                 冀州-冀州-湖滨东大道
急售二院金麦小区三室两厅一卫精装三卧朝阳老证车库40平单算,109万,8014元/m²,3室2厅,136m²,中层(共6层),2009年建造,董海燕,金麦小区                 桃城-桃城-永兴东路1230号
急售泰华雅清苑 130平两卫 贷款65万 黄 金楼层 包改名,131万,10076元/m²,3室2厅,130m²,中层(共30层),2018年建造,于洽,"泰华雅清苑                 桃城-桃城-南环西路,近昌明南大街"
万和靓景三室两厅低首付南北通透可贷款4/12层不影响采光,90万,8571元/m²,3室2厅,105m²,低层(共12层),2010年建造,郭天宇,万和靓景                 桃城-桃城-裕华东路358号
怡然城 丽景名典 2室2厅 带车库储间  衡水二中 九中,97万,11948元/m²,2室2厅,81m²,低层(共6层),2012年建造,赵万桥,丽景名典                 桃城-桃城-大庆东路561号
合创首推 恋日晴园3室92平65万 老证首付18万 带小房,65万,7065元/m²,3室1厅,92m²,中层(共6层),2010年建造,金媛媛,恋日晴园(南区)                 桃城-桃城-京衡南大街
北门口小学附近，上学时便，随时看房,50万,7042元/m²,2室1厅,71m²,中层(共6层),2003年建造,刘艳羽,北门口别墅小区                 桃城-桃城-人民东路
南北双通，明厨明卫全明格局！,78万,6610元/m²,3室2厅,118m²,中层(共25层),2016年建造,卢乐,橄榄绿洲                 开发区-开发区-宝云大街
急售 锦绣华庭 准现房 南北通透 电梯,30万,3092元/m²,2室2厅,97m²,中层(共10层),2018年建造,相春亮,"锦绣华庭                 枣强-枣强-平原东街,近富强北路"
绿叶 水静界140平122万豪装有证  欢迎看房,122万,8714元/m²,3室2厅,140m²,共4层,2010年建造,谢伟,水静界                 桃城-桃城-京广线
九中北邻，大庆路小学北邻，怡然城西邻，,69.8万,7755元/m²,2室2厅,90m²,低层(共22层),2012年建造,李志刚,红星书香苑                 桃城-桃城-大庆东路
此房现房可改名，地理位置好，交通方便,42万,3888元/m²,3室2厅,108m²,中层(共17层),2012年建造,吴平,"贵和御府                 枣强-枣强-幸福东街,近富强南路"
德仁187人民路小学西邻工行家属院3室1厅带小房简装,61万,7625元/m²,3室1厅,80m²,共4层,2002年建造,孙鹏飞,工行住宅楼                 桃城-桃城-人民西路321
329享园小区97平50万带小房,50万,5154元/m²,3室2厅,97m²,中层(共6层),2008年建造,张占陇,享园小区                 桃城-桃城-河阳东路72号
绿叶优选 温莎花园 证齐 精装未住 29/30层 随时看房！,90万,11250元/m²,2室2厅,80m²,高层(共30层),2012年建造,李东辉,君悦华府温莎花园                 桃城-桃城-人民西路
东方一期六加一一楼宽城明亮户型好,88万,7794元/m²,3室2厅,112m²,低层(共6层),2006年建造,孙世燕,东方太阳城                 桃城-桃城-翠微街299号
橄榄绿洲代理首付百分之20均价7500特价7400无中介，费,83.2万,7298元/m²,3室2厅,114m²,中层(共27层),2017年建造,卢乐,橄榄绿洲                 开发区-开发区-宝云大街
绿叶 怡水园143平157万老证精装 拎包入住,157万,10979元/m²,3室2厅,143m²,高层(共9层),2008年建造,谢伟,怡水园                 桃城-桃城-和平路
振华路小学附近，四季花城100平3室证齐可贷款45万大型社区,82.8万,8280元/m²,3室2厅,100m²,共5层,2018年建造,焦灵芳,天正四季花城                 桃城-桃城-振华路333号
绿叶房产 岸芷庭蓝 2室85平南北通透简装 老证带小房,65万,7647元/m²,2室2厅,85m²,高层(共6层),2010年建造,刘凯旋,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
绿叶优选 在水一方精装两室 拎包入住,77.8万,8648元/m²,2室2厅,89m²,高层(共33层),2016年建造,张叶化,在水一方                 桃城-桃城-永兴东路
西苑小区，位置好紧邻学校超市，,67万,8072元/m²,3室1厅,83m²,中层(共7层),2003年建造,刘艳羽,西苑小区                 开发区-开发区-和平西路1058号
市财政局家属院5楼3室2厅老式精装修带16平小房满五年老证,106万,7593元/m²,3室2厅,139m²,高层(共6层),2005年建造,王伟,市财政局生活区                 桃城-桃城-育才南大街588
福家优选 丽景名苑128平精装修130万,130万,10156元/m²,3室2厅,128m²,高层(共27层),2012年建造,赵聪,丽景名苑                 桃城-桃城-前进南大街468号
绿叶优选上海公馆现房！好楼层！南北通透两居室！全天采光！急售,51万,8500元/m²,2室1厅,60m²,高层(共26层),2016年建造,修丽佳,上海公馆                 桃城-桃城-大庆西路
丽景福苑 两室两厅一卫 精装 有证可贷款,106万,11777元/m²,2室2厅,90m²,中层(共23层),2015年建造,高玲玲,丽景福苑                 开发区-开发区-南环西路
336滏阳小区低层85万带小房有证,85万,8333元/m²,3室2厅,102m²,低层(共6层),2005年建造,张占陇,滏阳小区                 桃城-桃城-河阳东路195号
绿叶优选  岸芷庭蓝二区  精装修,72.8万,7663元/m²,3室2厅,95m²,高层(共6层),2005年建造,李雄伟,岸芷庭蓝(二区)                 桃城-桃城-育才南大街999号
上海公馆三期2019年交房 交房可改名,84.8万,7845元/m²,3室2厅,108m²,高层(共27层),2018年建造,高必聪,上海公馆                 桃城-桃城-大庆西路
牧马庄园 双阳卧 精装 地上小房 证齐附近园博园 衡水一中,48.6万,8836元/m²,2室1厅,55m²,中层(共6层),2017年建造,高必聪,牧马庄园                 桃城-桃城-京广线
阳光花城电梯房精装南北通透带小房20平老证可贷款首付20万,123万,8978元/m²,3室2厅,137m²,低层(共9层),2008年建造,李红军,阳光花城                 桃城-桃城-宝云大街899号
和平路育才街人保家属院精装2室 送10平小房 4月份老证,50万,8333元/m²,2室2厅,60m²,中层(共6层),2001年建造,焦灵芳,人大住宅楼                 桃城-桃城-中华南大街789号
高端社区金域蓝湾 H+1户型 采光充足 房型正气 急售,140万,12280元/m²,3室2厅,114m²,高层(共24层),2015年建造,刘国泉,金域蓝湾                 桃城-桃城-永兴东路
绿叶优选昊和沁园老证带小房！经典三居室 户型方正 楼间距大,80万,8791元/m²,3室2厅,91m²,中层(共6层),2015年建造,修丽佳,昊和沁园                 桃城-桃城-榕城北大街808号
信都花园  三室两厅   采光好,71万,6454元/m²,3室2厅,110m²,共4层,2012年建造,陈维维,信都花园                 冀州-冀州-新都西路
花香维也纳东区25/27楼90平86万,86万,9555元/m²,2室2厅,90m²,高层(共27层),2015年建造,张冲冲,花香维也纳(东区)                 桃城-桃城-康宁街
宝康小区 三室两厅一卫 带小房 老证可贷款 南北通透,78.8万,7364元/m²,3室2厅,107m²,高层(共6层),2005年建造,高玲玲,宝康小区                 桃城-桃城-育才街
绿叶优选~康乐馨~6楼 简装通透2居！送小房！,48万,6000元/m²,2室1厅,80m²,高层(共6层),2012年建造,张建锐,康乐馨家园                 桃城-桃城-人民西路
绿叶优选万和靓景90平3室老证可贷款有车库好楼层采光好78万,78万,8666元/m²,3室1厅,90m²,中层(共6层),2012年建造,张晓青,万和靓景                 桃城-桃城-裕华东路358号
德仁172明日梅园2室2厅88平交通便利首付低,58万,6590元/m²,2室2厅,88m²,高层(共6层),2006年建造,孙鹏飞,明日梅园                 桃城-桃城-育才南大街
大庆路化工厂家属院精装带小房南北通透交通便利,53.6万,7146元/m²,3室1厅,75m²,共5层,2003年建造,郭彩霞,东风化工厂生活区                 桃城-桃城-榕花北大街
七中对面信用社家属院精装带小房95平四楼69.8万,69.8万,7347元/m²,3室2厅,95m²,共5层,2005年建造,张冲冲,衡水市环保局住宅楼                 桃城-桃城-自强街534号
在水一方131.2平地暖毛坯刚拿钥匙3室2厅1卫好楼层,104万,7926元/m²,3室2厅,131m²,低层(共26层),2015年建造,郭彩霞,在水一方                 桃城-桃城-永兴东路
化建小区精装85平4/6三室一厅66.8万,66.8万,7590元/m²,3室1厅,88m²,中层(共6层),2005年建造,张希森,化建小区                 桃城-桃城-中华大街12号
盛世桃城一期 三室两厅两卫 豪装 带小房 有证可贷款,168万,11586元/m²,3室2厅,145m²,低层(共18层),2013年建造,高玲玲,盛世桃城                 桃城-桃城-庆丰南街
绿叶优选~天鸿尚都~7楼 简装通透2居！有证可贷款,95万,9837元/m²,2室2厅,96m²,中层(共18层),2010年建造,张建锐,天鸿尚都                 桃城-桃城-利民路
急售衡中附近泰华旭景城三室两厅毛坯南北通透全明户型,108万,9000元/m²,3室2厅,120m²,低层(共25层),2017年建造,王艳慈,泰华旭景城                 桃城-桃城-京衡南大街
绿叶 丽景御园88平101万南北通透半装修  随时看房,101万,11477元/m²,2室2厅,88m²,中层(共11层),2014年建造,谢伟,丽景御园                 桃城-桃城-胜利路
和平嘉园6楼86平2室精装婚房带小房拎包入住63.万南北通透,63.8万,7418元/m²,2室2厅,86m²,高层(共6层),2012年建造,董文新,和平嘉园                 桃城-桃城-问津街
二院 衡中 锦绣东城 南北大三居 可贷款 有车库 随时看房,81万,8350元/m²,3室2厅,97m²,中层(共17层),2014年建造,代乐,锦绣东城                 桃城-桃城-永兴东路
明珠花园 3室1厅 93平1楼 中装 带小房14平,78万,8387元/m²,3室1厅,93m²,低层(共6层),2008年建造,史雷,明珠花园                 桃城-桃城-和平西路1661号
吉售衡百国际南苑小区三室两厅一卫简装带小房16平老证真实,79万,8517元/m²,3室2厅,92m²,低层(共6层),2010年建造,董海燕,南苑小区                 开发区-开发区-人民西路
中心街吉美宋村小区地段繁华带小房老证,67万,7882元/m²,2室2厅,85m²,低层(共6层),2003年建造,孙世燕,宋村东区家园                 桃城-桃城-中心大街
急售路北高铁附近怡安嘉园两室两厅精装全明户型有证可贷款带小房,92万,9200元/m²,2室2厅,100m²,中层(共12层),2015年建造,赵华,怡安嘉园                 桃城-桃城-大庆西路
合创首推 滏兴国际2室90平85万 南北通透 电梯现房 备案,85万,9444元/m²,2室2厅,90m²,高层(共30层),2016年建造,金媛媛,滏兴国际园                 桃城-桃城-榕花大街
橄榄绿洲已封盘想买的找我给你申请要房,62万,6739元/m²,2室2厅,92m²,中层(共25层),2018年建造,卢乐,橄榄绿洲                 开发区-开发区-宝云大街
和众优选尚品林溪2室2厅1卫包改名可贷款首付31.1万,73.6万,8000元/m²,2室2厅,92m²,低层(共18层),2017年建造,陈华,尚品林溪                 桃城-桃城-人民西路
橄榄绿州100平三室两厅，南北通透简装回迁房包改名46.8万,46.8万,5318元/m²,3室2厅,88m²,高层(共6层),2016年建造,李金萍,橄榄绿洲                 开发区-开发区-宝云大街
市中心 鸿泰东都 65平 两室精装 13/18 证齐,57.3万,8815元/m²,2室,65m²,高层(共18层),2010年建造,路伟,鸿泰东都                 桃城-桃城-静安路
腾达新城 90平 精装两室 证齐售76.8,76.8万,8533元/m²,2室2厅,90m²,高层(共26层),2012年建造,张希森,腾达新城                 桃城-桃城-永兴西路1568号
大庆路化工厂家属院精装带小房南北通透交通便利,53.6万,7146元/m²,3室1厅,75m²,共5层,2003年建造,郭彩霞,东风化工厂生活区                 桃城-桃城-榕花北大街
优选丽景蓝湾商品房现房 电梯房中层 两室两厅,42万,5060元/m²,2室2厅,83m²,中层(共17层),2016年建造,曹秋艳,泰华丽景蓝湾                 枣强-枣强-新华西街
前进街 人民路 交叉口 审计局住宅楼  首付20万,63.5万,7055元/m²,3室1厅,90m²,共5层,2005年建造,高玲玲,审计局住宅楼                 桃城-桃城-人民西路1218号
中心街吉美宋村小区地段繁华带小房老证,67万,7882元/m²,2室2厅,85m²,低层(共6层),2003年建造,孙世燕,宋村东区家园                 桃城-桃城-中心大街
30在水一方90平全款73万现房高层,73万,8111元/m²,2室2厅,90m²,高层(共30层),2017年建造,张占陇,在水一方                 桃城-桃城-永兴东路
大庆路中心街红星书香苑 带14平小房 69.8万,69.8万,7755元/m²,2室2厅,90m²,高层(共15层),2015年建造,高必聪,红星书香苑                 桃城-桃城-大庆东路
丽景（四室两厅南北通透，两卧客厅全南，厨卫朝北）精装修。,145万,12073元/m²,4室2厅,120m²,低层(共18层),2013年建造,刘国泉,丽景福苑                 开发区-开发区-南环西路
实验小学 市政府家属院生活区 榕花大街和平路 三室两厅带小房,100万,6565元/m²,3室2厅,152m²,共1层,2005年建造,高占强,市政府生活区                 桃城-桃城-榕花大街285号
富乐优选  衡百国际南苑小区通透三居老证低首付,79万,8517元/m²,3室2厅,92m²,低层(共6层),2004年建造,王芳,南苑小区                 开发区-开发区-人民西路
兴业小区 桃城兴业小区 3室2厅1卫 126平米,69万,5476元/m²,3室2厅,126m²,高层(共6层),2005年建造,张希森,兴业小区                 桃城-桃城-榕花北大街
实验小学，通用家属院，带19平米小房。,65.5万,7277元/m²,3室1厅,90m²,中层(共6层),2000年建造,赵文荣,通用住宅楼                 桃城-桃城-和平东路517号
化建小区85平 送小房 全明户型 证齐 可贷款 随时看房,46.5万,5470元/m²,3室1厅,85m²,高层(共6层),2005年建造,焦灵芳,化建小区                 桃城-桃城-中华大街12号
绿叶房产 实验小学 滏兴国际1室46平36.8万精装拎包入住,36.8万,8000元/m²,1室1厅,46m²,高层(共16层),2010年建造,王磊,滏兴国际园                 桃城-桃城-榕花大街
绿叶优选~和平公寓~精装通透2居！送车库！！老证 可贷款,75.8万,9717元/m²,2室2厅,78m²,中层(共6层),2008年建造,张建锐,和平公寓                 开发区-开发区-自强街158号
绿叶优选 领世郡 大两室 新证 房东急售,90万,9956元/m²,2室2厅,90m²,高层(共28层),2013年建造,张叶化,领世郡                 桃城-桃城-报社街
德仁183滨湖国际3室2厅107平南北通透环境优美,83万,7757元/m²,3室2厅,107m²,高层(共23层),2016年建造,孙鹏飞,滨湖国际                 桃城-桃城-红旗大街
急售衡百国际附近富力城三室两厅两卫精装南北通透满五唯一有车库,98万,7777元/m²,3室2厅,126m²,中层(共6层),2006年建造,董海燕,富力城(一期)                 开发区-开发区-和平西路1869号
XB铂金时代恒温恒湿精装145平3室2厅2卫2楼有证176万,176万,12137元/m²,3室2厅,145m²,低层(共30层),2015年建造,薛凤霞,铂金时代                 开发区-开发区-永兴西路
汇中家天下  哈院对面  位置佳  价格可议   大三居,144.1万,11000元/m²,3室2厅,131m²,低层(共32层),2017年建造,范焕君,汇中广场                 桃城-桃城-人民东路
桃城区宝丰小区80平精装修带车库家具家电售价45万,45万,5625元/m²,2室1厅,80m²,共5层,2008年建造,杜红梅,宝康小区                 桃城-桃城-育才街
绿叶优选 开发区超值房源 赠露台 赠小房,62万,7766元/m²,2室1厅,79m²,高层(共6层),2008年建造,张叶化,阳光花城                 桃城-桃城-宝云大街899号
岸芷庭兰三期带车库，两室两厅可贷款，图片以看房为准,86.8万,11573元/m²,2室2厅,75m²,中层(共6层),2008年建造,李志刚,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
北享园3楼142平 三室两厅房子130万车库20万 新证,150万,10563元/m²,3室2厅,142m²,中层(共6层),2003年建造,张希森,北享园                 桃城-桃城-河西街道
急售怡水园附近南山公寓三室两厅两卫南北通透简装带车库老证,101万,7769元/m²,3室2厅,130m²,低层(共6层),2010年建造,王艳慈,南山公寓                 开发区-开发区-人民西路
344哈院南邻百货大楼家属院老证78平带小房56万,56万,7179元/m²,2室2厅,78m²,共5层,2000年建造,张占陇,报社街百货大楼家属院                 桃城-桃城-胜利西路
公园一号 精装没有住过 全阳面 93平80万,80万,8602元/m²,2室2厅,93m²,低层(共32层),2017年建造,高必聪,公园壹号                 桃城-桃城-人民东路
低首付橄榄绿洲西部大盘现可出售,79万,6929元/m²,3室2厅,114m²,中层(共28层),2017年建造,卢乐,橄榄绿洲                 开发区-开发区-宝云大街
此房带地下储藏间一个，带阁楼,36万,3711元/m²,4室2厅,97m²,高层(共6层),2012年建造,吴平,帝景城                 枣强-枣强-花园路
384高端社区 橄榄城 两室精装 采光好 户型方正 欲购从速,93.6万,10285元/m²,2室2厅,91m²,低层(共27层),2015年建造,杨瑞,橄榄城                 桃城-桃城-胜利西路
吉售前进街小学附近丽景名都两室两厅一卫毛坯房带8平小房证齐,115万,10648元/m²,2室2厅,108m²,低层(共17层),2010年建造,董海燕,丽景名都                 开发区-开发区-胜利西路1188号
橄榄城两室两厅97平 简装带小房 南北通透有证,95.8万,9876元/m²,2室2厅,97m²,高层(共27层),2013年建造,张希森,橄榄城                 桃城-桃城-胜利西路
丽景华苑  毛坯  带小房  *齐全,92.8万,10426元/m²,2室2厅,89m²,高层(共11层),2013年建造,张希森,丽景华苑                 桃城-桃城-中华北大街
急售路北高铁北斗星城三室两厅精装南北通透有证可贷款带小房,86万,8865元/m²,3室2厅,97m²,高层(共6层),2015年建造,赵华,北斗星城                 桃城-桃城-前进北大街
金域蓝湾高档小区风景优美地段繁华出行便利带家电家具,156.8万,12544元/m²,3室2厅,125m²,中层(共21层),2012年建造,孙世燕,金域蓝湾                 桃城-桃城-永兴东路
